CSheetID,Org,County,Program Name,Category,Service Area,Last Updated,Mon-Hours,Tues-Hours,Wed-Hours,Thur-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address,Addressline 2,City,Zip,website,Phone,Program Description,COVID19_Updates,Additional Information,Contact Name,Contact Email,Contact Number,Alternative Phone,Column,Column2,Column3
C0177,Center for New North Carolinians,Guilford ,Immigration Services,Immigrant & Refugee,Multi-County,Mon Apr 20 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,915 W. Gate City Boulevard,Suite A,Greensboro,27403,https://cnnc.uncg.edu/immigration-services/,336-256-1062,"Recognizing the contributions of immigrants and the value of reuniting families, the mission of the CNNC Immigration Services Program is to give affordable access to those who are eligible to immigrate and/or become U.S Citizens and need immigration counseling.","We are NOT currently accepting new Immigration services clients. Current clients can call our Immigration Services staff regarding their case.  As of 3-19, office is closed to the public. Providing support over the phone, zoom or FaceTime.  All staff will be working remote.  Clients can use staff directory on website to call staff directly, call the main number and leave a message, or send an email to CNNC@uncg.edu. ",,Kathy Hinshaw,kathyhinshaw.cnnc@uncg.edu,36.256.1065,,,,
C0178,FaithAction International House,Guilford,FaithAction ID Program,Immigrant & Refugee,Multi-County,Tue Apr 21 00:00:00 EDT 2020,,,,,10:00am-1:00pm,,,705 N. Greene Street,,Greensboro,27401,https://faithaction.org/,336-379-0037,"FaithAction and FaithAction ID network partners provide ID cards to individuals who may not currently have access to government issued forms of ID, including new immigrants and refugees, homeless and elderly individuals, those recently returning from jail, and others who believe in a diverse and inclusive community.","Due to COVID 19, the office is closed to the public, phone-based appointments only. Call and leave a message with the person you want to speak with, they will call back from a private number",,Rev. David Fraccaro,dfraccaro@faihouse.org,"336-379-0037, ext 2",,,,
C0179,FaithAction International House,Guilford,Immigrant Assistance Center,Immigrant & Refugee,Multi-County,Tue Apr 21 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,705 N. Greene Street,,Greensboro,27401,https://faithaction.org/,336-379-0037,"FaithAction's bilingual staff provide one on one help with: Basic needs (food and diapers, healthcare, and housing issues); FaithAction ID cards; Education opportunities and employment readiness; Safe space and accompaniment for domestic/sexual violence survivors; Emergency assistance to families facing detention and deportation; Referrals for furniture, clothing, legal services, etc.","Due to COVID 19, the office is closed to the public, phone-based appointments only. Call and leave a message with the person you want to speak with, they will call back from a private number. Options for food assistance and financial assistance are available as needed.",,Jose Bernal,jose@faihouse.org,336-379-0037 ext 6,,,,
C0180,Guilford Child Development,Guilford,Learning Together,Immigrant & Refugee,Guilford County-Wide,Wed May 20 00:00:00 EDT 2020,N/A,N/A,N/A,N/A,N/A,,,1200 Arlington Street,,Greensboro,27406,https://guilfordchilddev.org/parents/ged/learning_together/,336-369-5074,"Learning Together is a two-generational family literacy program serving immigrant/refugee mothers and their children (ages 6 months to 5 years). GTCC provides ESOL classes with parent education for mothers , and children receive on-site early childhood education. Mothers and children come together for Parent and Child Together (PACT) time.",Classes are cancelled for the summer and fall classes will resume based on NC regulations and Guilford County Schools' calendar. Interested participants should contact program director Karen Martinez.,,Karen Martinez,karen@guilfordchilddev.org,karen@guilfordchilddev.org,,,,
C0181,World Relief Triad,Guilford,Refugee Resettlement,Immigrant & Refugee,"High Point, Greater High Point",Fri May 08 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 Northpoint Avenue,Suite 102,High Point,27262,https://worldrelieftriad.org/refugee-resettlement,336-887-9007,"World Relief Triad Resettlement staff and volunteer meet new arrivals at the airport, transport arrivals to their new home, and spend time explaining how to operate things that some refugees may never have encountered before…everything from light switches to an American bathroom with a sink, shower, and toilet. They also serve new arrivals a culturally appropriate meal of foods that are familiar to them, provide contact information in case of questions or emergencies, and settle them in for the first good night of rest they may have had in a very long time. A months-long process begins the very next day, with everything we do design to help our new neighbors feel welcomed, valued, and empowered by their new community. We provide cultural orientations, training on how to ride a bus and shop for groceries, health and wellness exams, school enrollment, and more.","Our physical location in High Point will be closed through Friday, May 29, 2020. However, we are committed to continuing to providing excellent care for our clients and our community. Our staff will be working remotely and connecting with clients as needed. If you need assistance, we are still reachable by phone. In accordance with state and local guidance, all group gatherings are currently suspended.",,Dhan Gurung,dgurung@wr.org,,left voicemail on 5-27,,,
C0182,World Relief Triad,Guilford,Immigration Legal Services,Immigrant & Refugee,"High Point, Greater High Point",Fri May 08 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 Northpoint Avenue,Suite 102,High Point,27262,https://worldrelieftriad.org/ILS,336-887-9007,"The World Relief Triad ILS program partners with local churches as well as the wider community to provide affordable, high-quality legal services to immigrants throughout the North Carolina area. World Relief Triad is recognized by the U.S. Department of Justice and its caseworkers can represent clients before the U.S Citizenship and Immigration Services (USCIS). Services provided include: petition to remove conditions on permanent resident status, T/U visa-based adjustments, application for naturalization, certificate of citizenship, replacement of naturalization certificate, sign-up for citizenship Classes, certificate of citizenship for minors, fee waivers (available through USCIS if necessary), medical waivers, petitions for a non-spouse/relative, fiancé visas, fiancé petition, change of address, consular process/immigrant visas, Freedom of Information Act (F.O.I.A.) requests and reviews, replacement of non-immigrant arrival-departure documents, travel documents and employment authorizations.","Our physical location in High Point will be closed through Friday, May 29, 2020. However, we are committed to continuing to providing excellent care for our clients and our community. Our staff will be working remotely and connecting with clients as needed. If you need assistance, we are still reachable by phone. In accordance with state and local guidance, all group gatherings are currently suspended.",,Shivani Shrivastav,sshrivastav@wr.org,,,,,
C0183,World Relief Triad,Guilford,Anti-Human Trafficking,Immigrant & Refugee,"High Point, Greater High Point",Fri May 08 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 Northpoint Avenue,Suite 102,High Point,27262,https://worldrelieftriad.org/human-trafficking,336-887-9007,"World Relief Triad AHT helps survivors acquire housing, food, clothing, interpretation, medical and dental services, mental and behavioral health services, legal services, transportation, education, and job development. Meeting these needs is the start of rebuilding each survivor’s capacity for trust and relationships so that, over time, they can rebuild their lives.","Our physical location in High Point will be closed through Friday, May 29, 2020. However, we are committed to continuing to providing excellent care for our clients and our community. Our staff will be working remotely and connecting with clients as needed. If you need assistance, we are still reachable by phone. In accordance with state and local guidance, all group gatherings are currently suspended.",,Rachel Parker,rparker@wr.org,,,,,
C0184,World Relief Triad,Guilford,Health and Wellness,Immigrant & Refugee,"High Point, Greater High Point",Fri May 08 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 Northpoint Avenue,Suite 102,High Point,27262,https://worldrelieftriad.org/health-and-wellness,336-887-9007,"The World Relief Triad Health and Wellness Program is here to respond with on-site therapy and counseling, and individual and family case management services for clients with serious or acute medical needs. Health and Wellness staff and volunteers help clients navigate the often difficult and confusing medical system, provide transportation to appointments and procedures, and help clients access medications. We also provide health education to help clients understand and manage their medical conditions, learn personal and residential sanitation techniques, respond to medical emergencies, or utilize over the counter drugs. The goal is to empower clients to become self-sufficient in managing their own health care.","Our physical location in High Point will be closed through Friday, May 29, 2020. However, we are committed to continuing to providing excellent care for our clients and our community. Our staff will be working remotely and connecting with clients as needed. If you need assistance, we are still reachable by phone. In accordance with state and local guidance, all group gatherings are currently suspended.",,Mary Cowan,mcowan@wr.org,,,,,
C0185,World Relief Triad,Guilford,Employment Services,Immigrant & Refugee,"High Point, Greater High Point",Fri May 08 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 Northpoint Avenue,Suite 102,High Point,27262,https://worldrelieftriad.org/employment-0,336-887-9007,"The World Relief Triad pre-screens every refugee they represent and clients are authorized to work in the United States. They support them and the companies who hire them through the entire process of matching the right candidates with the right opportunities, applying, interviewing, hiring, and training. They stay with clients and their employers as long as necessary to ensure the best results, and all of their services are free to employers. In some cases employers can even receive financial benefit by providing on the job training.","Our physical location in High Point will be closed through Friday, May 29, 2020. However, we are committed to continuing to providing excellent care for our clients and our community. Our staff will be working remotely and connecting with clients as needed. If you need assistance, we are still reachable by phone. In accordance with state and local guidance, all group gatherings are currently suspended.",,Kara Kebu,kkebu@wr.org,,,,,
C0186,YWCA High Point,Guilford,Latino Family Center - El Pueblo,Immigrant & Refugee,"High Point, Greater High Point",Tue Apr 07 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 W. Westwood Avenue,,High Point,27262,https://ywcahp.com/what-we-do/latino-family-center/,336-882-4126,"El Pueblo is a community access program that provides outreach services, information, and referral services to Latinos in the greater High Point area.  Program leaders provide assistance with translations of documents or language interpretation when interfacing with health, educational, social or legal systems. They also assist in helping program participants understand what resources are available to them, and what avenues to pursue.  During a family crisis, The El Pueblo program provides a stable resource for the family as well as a valuable link in crisis situations related to health and legal problems.  El Pueblo provides community meetings on:  Immigration Issues, US Legal System, Family Financial Literacy and Planning, Health and Nutrition, Finances, and DACA Renewals.  Free DACA renewals are offers in partnership with the North Carolina Justice Center to DACAmented individuals to be able to renew their DACA status for another two years. This allows participants to continue to receive their legal status to go to school and work while contributing to the greater High Point community.","Primary referrals during COVID-19 are connecting clients to local resources for food, bill and rent assistance, health centers. Virtual programs are also being offered.",,Maria Mayorga,mmayorga@ywcahp.com,,,,,
C0187,YWCA High Point,Guilford,Latino Family Center - Hermanas/Hermanos,Immigrant & Refugee,"High Point, Greater High Point",Tue Apr 07 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 W. Westwood Ave,,HIgh Point,27262,https://ywcahp.com/what-we-do/latino-family-center/,336-882-4126,"Hermanas/Hermanos offers middle and high school girls and boys mentoring services to build healthy self-esteem through personal and social skill development with emphasis on:  academic pride, personal responsibility, leadership development, and community service.  Both programs have goals to impact improved academic performance, pregnancy prevention, and gang prevention.  Parenting skills and guidance are also provided to parents of the Latino community to strengthen family communication and understanding.  They offer stem and art Clubs; in addition to,  a Girls Leadership Edge group curriculm.  The Hermanas program also offers opportunities for training in career mentoring and encouragement to abstain from sexual activity, drugs, smoking, and alcohol via collaboration with other agencies who provide specialized training events and conferences.  Five meetings are offered on higher education including the application, in-state tuition, FAFSA, and essay writing. As part of the program, each student meets one-on-one with the Latino Family Center coordinator.","Staff are offering tutoring for children of LFC families involved in any programming. Similarly, they are hosting virtual educational programs. On May 21st and 28th they will be hosting their annual scholarship forum. This will be on Facebook Live. Staff is also providing case management – helping clients obtain food, rent and bill assistance and other coming needs.",,Maria Mayorga,mmayorga@ywcahp.com,,,,,
