cluster_id_program,Program_Name,Progam,Org,sources,n_sources,M_n_sources,C_n_sources,MSheetID,Street Address.x,City.x,Zip.x,cluster_id_Org,Organization Name,Program Name,Domain Name,Service Factor,Service Type 1,Service Type 2,Phone Number,Fax Number,Website,Mon- Hours,Tues-Hours,Wed-Hours,Thurs-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address.y,City.y,Zip.y,Multiple Locations,Location Eligibility,Population Served,Brief Program Description,Age Range for Services,Specific Eligibility Criteria,Services Provided in other languages,Specify Languages,Services Offered,Duration/Length of Service,Evidence Based,Validated Screening Tools,Fees,Contact Name for Referrals,Phone Number 2,Email Address,Accepted Referral Process,Preferred Referral,Referral Form Provided,Referral Source Response Time,Practice for Following Up with Referring Organization,Current Waitlist,General Waitlist Trends,Duplication Policy,Transportation Policy,Primary Program Contact Name,Phone Number 3,Email address
ab549114-b8e4-4f0e-813d-680fa6781f59,Greensboro HEALS,Greensboro HEALS,Kellin Foundation,M0077;  C0225;  C0205,3,1,2,M0077,"2110 Golden Gate Drive, Suite B",Greensboro,27405.0,24ff8ea8-6525-499e-a371-5ac58ce35e55,Kellin Foundation,Greensboro HEALS,Support for Parent(s),Substance Abuse,Adult Mental Health Services,Substance Use Services,336-429-5600,336-850-5600,http://www.kellinfoundation.org/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,"2110 Golden Gate Drive, Suite B",Greensboro,27405.0,NA,Greensboro,NA,Greensboro Healing and Empowering All Survivors (HEALS) provides individuals ages 19-64 with free (or greatly reduced) mental health and substance abuse services.,Adults 19-64,Uninsured or underinsured individuals with co-occuring mental health and substance use struggles,Bilingual staff on-site,English/Spanish (will work with other languages),"Clinical Assessments, Outpatient Therapy, Patient Navigation, Psychological Consultation, Case Management","Varies, depends on the individual",Yes,"SPOH, EUREKA; Dependent Upon age","None if uninsured, underinsured with orange card receives reduced rate",McKenzie Stenberg,336-373-4827,referral@kellinfoundation.org,"Online, Fax",Online,http://www.kellinfoundation.org/uploads/2/6/2/6/26265769/referral_form.pdf,Referral Source must request,NA,6-8 weeks,NA,None,N/A,Kelly Graves,336-429-5600,kelly@kellinfoundation.org
ab909de8-7cb1-42b4-9ba4-f01545319bcc,Healthy Start Triad Baby Love Plus,Healthy Start Triad Baby Love Plus,Piedmont Health Services and Sickle Cell Agency,C0037;  M0095,2,1,1,M0095,1102 E. Market St.,Greensboro,27401.0,cee2dffc-b211-42b2-8abc-05d9d69ce1eb,Piedmont Health Services and Sickle Cell Agency,Healthy Start Triad Baby Love Plus,NA,NA,Home Visiting Programs,Case Management,336-274-1507,NA,https://www.piedmonthealthservices.org/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,1102 E. Market St.,Greensboro,27401.0,NA,County-Wide,"Medicaid Eligible Women Ages 15-44 preconception, prenatal, intraconception (6months of age or less)","Triad Baby Love Plus (TBLP) is a FREE program designed to promote healthy pregnancies, positive birth outcomes and provide participants with the knowledge and resources needed to give babies their best start in life! The purpose of TBLP is to improve the health of women before, during and after pregnancy; improve father/male partner involvement; address health disparities; build community capacity for healthier babies",NA,NA,NA,NA,Case Management: Provide home visits as needed,NA,NA,NA,NA,NA,NA,NA,NA,Phone,NA,NA,NA,NA,NA,NA,NA,Angela Bratton,NA,abratton@piedmonthealthservices.org
ac245729-c599-4482-b33c-84a8303d8640,NC Pre-K,NC Pre-K,Guilford County Partnership for Children,M0065;  C0223,2,1,1,M0065,"500 W. Friendly Avenue, Suite 100",Greensboro,27401.0,85084081-a539-404c-987a-4dcb371e3bf0,Guilford County Partnership for Children,NC Pre-K,NA,NA,Early Education Child Care,NA,336-274-5437,NA,https://www.guilfordchildren.org/families/nc-pre-k-4-yr-olds/,N/A,N/A,N/A,N/A,N/A,NA,NA,"500 W. Friendly Avenue, Suite 100",Greensboro,27401.0,NA,Guilford County-Wide,NA,"The program is free to participants with the goal of helping young children (whose families financially qualify) prepare for kindergarten. NC Pre-K sites include public elementary schools, Head Start Centers and private childcare centers throughout Guilford County.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adaf310a-323a-4b4d-8aec-85a4d1f5ff56,PART,PART,Piedmont Authority Regional Transportation,M0181,1,1,0,M0181,NA,Greensboro,27409.0,59deb1c0-4f43-42af-9252-e5b8fb4861de,Piedmont Authority Regional Transportation,PART,Support for a Safe Home,NA,Transportation Services,NA,336-883-7278,336-662-9253,https://www.partnc.org/,NA,NA,NA,NA,NA,NA,NA,NA,Greensboro,27409.0,YES,NA,NA,Public Transportation,NA,NA,NA,NA,Public Transportation,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ae0abbbc-a00d-4d21-ac6a-73764881e9b8,Cone Health Behavioral Health - Inpatient Services,Cone Health Behavioral Health - Inpatient Services,Cone Health Behavioral Health,M0021;  C0191;  C0192;  M0020,4,2,2,NA,NA,NA,NA,d91bbf84-85ee-4b62-bef0-c20fa0a9efb4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
af617abe-643c-45ef-8469-ca68ba86ca91,Community Enrichment Center,Community Enrichment Center,UNCG Center for New North Carolinians,M0012,1,1,0,M0012,NA,NA,NA,4a90020e-a7cb-4d14-8871-317a0bcf2d72,UNCG Center for New North Carolinians,Community Enrichment Center,NA,NA,NA,NA,336-365-6822,336-334-5417,https://cnnc.uncg.edu/community-centers/,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,Greensboro,NA,"The CNNC Community Centers Program facilitate the integration of immigrants and refugees into the community with equity and a sense of justice through a focus on: education, health, employment, cultural brokering, referral, and advocacy.",All ages,Residents of neighborhood and the surrounding community,Yes,NA,"ESOL classes, employment readiness sessions, American cultural and social education, after-school tutoring for K-12 students, social enrichment activities (field trips and summer programming) for youth, child care for toddlers, health and safety classes, weekly visits by Congregational Nurses",Varies,No,No,No,Natacha Nikokeza,336-334-5466,n_nikoke@uncg.edu,Paper application - fax,Paper application - fax,https://cnnc.uncg.edu/wp-content/uploads/2018/07/Community-Centers-Referral-Form-1.doc,NA,NA,NA,NA,NA,NA,Natacha Nikokeza,336-334-5466,n_nikoke@uncg.edu
b309f0cc-2201-4b86-bc95-e354d2db0ecb,Outpatient Counseling Services,Outpatient Counseling Services,Youth Unlimited,M0143,1,1,0,M0143,338 Burton Ave,High Point,27262.0,6ac1e385-4398-4d60-8b06-7323dca79d98,Youth Unlimited,Outpatient Counseling Services,NA,NA,NA,NA,336-883-1361,NA,https://youthunlimited.cc/?page_id=1691,NA,NA,NA,NA,NA,NA,NA,338 Burton Ave,High Point,27262.0,NA,NA,NA,"outh Unlimited provides individual and family outpatient counseling. Licensed Professional Counselors, Keisha Moore, MA, LPC and Cliff Parker, MA, LPC provide services for children, adolescents and their families with mental health related issues.   Our clinic meets with clients in both the Sophia and High Point locations.",NA,NA,NA,NA,LPC Counseling,NA,NA,NA,NA,Bobby Lindsay,336-861-9243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bobby Lindsay,336-861-9243,NA
b3bf8d57-03d0-41b0-8707-5a3a632dd19b,Drug Detoxification,Drug Detoxification,Ringer Center,M0104;  C0230,2,1,1,M0104,213 E. Bessemer Avenue,Greensboro,27401.0,04199905-234d-45ce-80e1-43a1194375ae,Ringer Center,Drug Detoxification,NA,NA,Substance Use Services,NA,336-379-7146,NA,https://ringercenter.com/,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,NA,NA,213 E. Bessemer Avenue,Greensboro,27401.0,NA,Greensboro,NA,"Ringer Center has a program called Drug Detoxification which offers ""Ambulatory Detox Services"" to help the Opiate addict successfully detox from their present condition over an approximate seven to ten day period while they are actively participating in our Outpatient Program. The Alcohol dependency requires a five to seven day detoxififcation period using detox drugs from a local hosiptal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stephen W. Ringer,NA,NA
b54a5623-4bbc-4314-ae54-f10571fead84,Hope Filles Hearts,Hope Filles Hearts,Hope Filled Hearts,M0165,1,1,0,M0165,NA,NA,NA,bbfa5ec6-a1a7-4cfc-a7c2-aeff5b495b10,Hope Filled Hearts,Hope Filles Hearts,Support for a Safe Home,NA,NA,NA,336-939-0912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b8dd499d-69e5-4507-aa5f-1dc5008b43f9,Food and Nutrition Services (Food Stamps),Food and Nutrition Services (Food Stamps),Department of Social Services,M0035;  C0065,2,1,1,M0035,325 E. Russell Ave,High Point,27260.0,e7d8f57d-0fa3-4030-b6e4-859fbef0e569,Department of Social Services,Food and Nutrition Services (Food Stamps),NA,NA,Food/Nutrition Assistance,Social Services,336-641-7771,NA,https://www.guilfordcountync.gov/our-county/human-services/social-services/family-services-and-programs,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,325 E. Russell Ave,High Point,27260.0,NA,Guilford County-Wide,NA,"Food and Nutrition Services (Food Stamps) serves to raise the nutritional level among low income households, increasing the purchasing power of these households, and in turn promote and strengthen the agricultural economy.",NA,"Income, Household Composition, Citizenship/Immigration Status, Resources",NA,NA,"EMergency Assistance, Heating or Cooling Assistnace, Family Recruitment for Foster and Adoptive Homes, Food Stamps, Guardianship Services, Work First Family Assistance, and Medicaid",NA,NA,NA,NA,NA,NA,NA,Online or in person,NA,https://epass.nc.gov/,NA,NA,NA,NA,NA,NA,NA,NA,NA
ba7d4d44-1340-43f1-99da-e62c67ce7177,FaithAction ID Program,FaithAction ID Program,FaithAction International House,C0178;  M0042,2,1,1,M0042,705 N. Greene Street,Greensboro,27401.0,f7b0f9c1-a9ec-483f-97b0-9cca0003812b,FaithAction International House,FaithAction ID Program,Support for a Safe Home,NA,Immigration Services,NA,336-379-0037,NA,https://faithaction.org/,9:00am-5:00pm,10:00am-6:00pm,9:00am-5:00pm,10:00am-6:00pm,9:00am-5:00pm,NA,NA,705 N. Greene Street,Greensboro,27401.0,NA,Multi-County,NA,"FaithAction and FaithAction ID network partners provide ID cards to individuals who may not currently have access to government issued forms of ID, including new immigrants and refugees, homeless and elderly individuals, those recently returning from jail, and others who believe in a diverse and inclusive community.",Any,"Immigrant, Refugee, People experiencing homelessness",Yes,"English, Spanish, French, have volunteers for other languages",ID Cards,None,NA,NA,$10 (may request waiver),Jose Bernal,336-379-0037 ext 6,jose@faihouse.org,Call or Email,NA,NA,NA,NA,N,NA,None,NA,Jose Bernal,"336-379-0037, ext 6",jose@faihouse.org
bb1e5833-ad35-4744-a2c8-9b57e4b20ac0,Kellin's Kids,Kellin's Kids,NA,M0080,1,1,0,M0080,NA,NA,NA,9659e30b-422f-4c97-9040-803fef5fbe33,NA,Kellin's Kids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,All Ages,Any Child,NA,NA,"Empowerment, Youth Leadership",NA,NA,NA,Free,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bbaf2c7f-5d89-47cb-88b1-28c8e0bcfe4f,Just Teens Clinic,Just Teens Clinic,Department of Health and Human Services,M0040,1,1,0,M0040,NA,NA,NA,b3da7818-2b6b-431a-8c26-260a220e038e,Department of Health and Human Services,Just Teens Clinic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,County-Wide,13-19; Target Referral 15-19,NA,NA,NA,NA,NA,"STD Screening, Pregnancy Test, Birth Control, Immunizations, Health Promotion (counseling, nutrition, healthy relationships & dating, safe sex groups, general counseling",NA,NA,NA,NA,NA,NA,NA,Call or Email,NA,NA,NA,NA,N,NA,NA,NA,Latonya Pender (GSO); Vonda Pavon (HP),NA,justteens@guilfordcountync.gov
bc1e706b-ff8a-4273-aeeb-f32e0a7a7f0a,The Families First Center,The Families First Center,Family Services of the Piedmont,C0198;  C0058;  M0048,3,1,2,M0048,315 E. Washington Street,Greensboro,27401.0,c9cfcde9-2e2f-409c-9c7d-92d32fafebdb,Family Services of the Piedmont,The Families First Center,NA,NA,Domestic Violence/Interpersonal Violence Services,NA,336-387-6161,NA,https://www.fspcares.org/,8:30am-12:00pm / 1:00pm-2:30pm,8:30am-12:00pm / 1:00pm-2:30pm,8:30am-12:00pm / 1:00pm-2:30pm,8:30am-12:00pm / 1:00pm-2:30pm,8:30am-12:00pm / 1:00pm-2:30pm,NA,NA,315 E. Washington Street,Greensboro,27401.0,NA,Greensboro,NA,"Services offered include: Domestic Violence, Substance Abuse, Mental Health, and Sexual Assault services, Child Abuse, Healthy Parenting – in home therapy, Incredible Years, Financial Counseling, childen’s advocacy center, emergency shelters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Theresa Johnson,336-387-6161,theresa.johnson@fspcares.org
bc7f59c6-fb7d-4202-a079-3f530ab11cb1,Peer-Led Support Groups,Peer-Led Support Groups,Mental Health Greensboro,C0210;  M0086,2,1,1,M0086,700 Walter Reed Drive,Greensboro,27403.0,b5eb49b4-2ee9-4cdc-aebb-a3ac29dcfe98,Mental Health Greensboro,Peer-Led Support Groups,NA,NA,Adult Mental Health Services,NA,336-373-1402,NA,https://www.mhag.org/support-groups/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,700 Walter Reed Drive,Greensboro,27403.0,NA,Multi-County,NA,"MHG offers several peer-led self-help support groups which do not require pre-registration and are free of charge. Support groups provide confidential, comfortable environments for people to share their problems, learn new information, have meaningful discussions, and better manage their issues. All of the groups are peer-led by trained facilitators who have a diagnosis or experience with the group’s focus. These groups provide a welcoming, supportive environment where you can be yourself without fear of stigma or judgment, and a place where you don't feel alone.",18 or older,N/A,yes,spanish and english,"REcovery Skills Classes, Support Groups,One on one peer support, compeer connections, Mental Health First Aid,QPR Suicide Prevention Trainig,Provider Academy,LIFT Peer Support Internships",Various,yes,N/A,N/A,Lee Carter,336-373-1402,lee@mhag.org,"Peer Referral, Schedule Orientaion",NA,https://www.mhag.org/calendars/,NA,WIll contact individuals for orientation and the different programs,No,No,N/A,N/A,Lee Carter,336-373-1402,info@mhag.org
bfadeb57-2a9a-487b-9c8f-0ee423b4631e,Mary Nussbaum Maternity Home,Mary Nussbaum Maternity Home,Room at the Inn,C0170;  M0109,2,1,1,M0109,734 Park Avenue,Greensboro,27405.0,94b3a861-c836-4885-99d9-a5b43b00aacf,Room at the Inn,Mary Nussbaum Maternity Home,Support for a Safe Home,Household Safety/Material Supports,Transitional Housing,Case Management,336-996-3788,336-275-9522,https://www.roominn.org/,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,NA,NA,734 Park Avenue,Greensboro,27405.0,NA,Multi-County,NA,"Room At The Inn, Inc. is an unique, comprehensive program helping homeless single pregnant women with or without previous children. Room at the Inn helps not only during pregnancies but also after the birth of their babies. Room at the Inn is a Catholic agency welcoming people of all faiths and backgrounds.",Adults 18+,"North Carolina residents who are homeless, at least 14 weeks pregnant and without severe psychiatric history",Yes,Spanish,"Shelter, food, material needs, case management, child care, life skills education, adoption counseling when desired","Until the baby is born (Extended Care, College Program, or graduate into Aftercare)",No,No,Yes,Brenda Bline,336-996-3788,info@roominn.org,"Call, Email, Professional/Partner Referral","Call, Professional/Partner Referral",No,Within 24 hours,NA,NA,NA,None,No,Albert Hodges,336-996-3788,roomattheinn@triad.rr.com
c0c2f083-f39f-4cd8-8908-89999c49fa8b,Family Violence Prevention Services,Family Violence Prevention Services,UNCG Center for New North Carolinians,C0176;  M0008,2,1,1,M0008,"915 W. Gate City Boulevard, Suite A",Greensboro,27403.0,4a90020e-a7cb-4d14-8871-317a0bcf2d72,UNCG Center for New North Carolinians,Family Violence Prevention Services,Support for a Safe Home,Family and Community Safety,Domestic Violence/Interpersonal Violence Services,Immigration Services,336-334-5411,336-334-5413,https://cnnc.uncg.edu/family-violence-prevention-services-program/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,"915 W. Gate City Boulevard, Suite A",Greensboro,27403.0,NA,Multi-County,NA,"CNNC’s Family Violence Prevention Services Program aims to address violence among refugee families of Greensboro through community collaboration, education, and capacity-building. Resettled refugees women are vulnerable to family violence, as many continue to endure trauma yet remain unaware of their legal rights and protections within the United States.",All ages,"Refugee families; focus on newly arrived refugee families including communities from Bhutan, Burma, Central America (including Democratic Republic of Congo), Iraq, Sudan, and Syria.",Yes,NA,NA,NA,NA,NA,NA,Natacha Nikokeza,336-334-9814,n_nikoke@uncg.edu,"Call, Email, Online application, Paper application",NA,https://cnnc.uncg.edu/wp-content/uploads/2018/07/Community-Centers-Referral-Form-1.doc,NA,NA,NA,NA,NA,NA,Natacha Nikokeza,336-334-9814,n_nikoke@uncg.edu
c2637da1-d34b-4e42-b5c6-f3cec800437d,Goodwill Industries Career Center,Goodwill Industries Career Center,Goodwill Industries Career Center,M0170,1,1,0,M0170,NA,NA,NA,511ed968-c00c-43d4-b00d-d261c9af4fc5,Goodwill Industries Career Center,Goodwill Industries Career Center,Support for a Safe Home,NA,NA,NA,336-544-5305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,employment assistance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
